SID,POLICY_TYPE,ISWON,UNDERWRITER,STATE,INDUSTRY,DECLINED_REASON,EFFECTIVE_MONTH,EMPLOYEES,EFFECTIVE_YEAR,MARKET_SEGMENT,PLACING_BROKER,POLICY_LIMIT,COVERAGE,DEDUCTIBLE,PREMIUM,APPLICATION_DATE,BOUND_DATE,EXPIRING_PREMIUM,COMMISSION_PERCENT
SD-NRG-LA-15-553685,Renewal,1,005E0000003XUaLIAW,CA,Agriculture,NULL,Nov,200,2015,Middle Market,a0kE0000007OAXEIA4,1000000,Workers Comp,0,1909563,8/3/2015,10/27/2015,1253051,7
SD-NRG-PHL-15-477448,New,0,005E0000003XUbJIAW,TN,Agriculture,Not Suitable,May,55,2015,Small Business,a0kE0000001yl4XIAQ,0,Workers Comp,0,0,1/27/2015,,,
SD-NRG-LA-15-509242,Renewal,1,005E0000003XUaLIAW,CA,Agriculture,NULL,Aug,150,2015,Small Business,a0kE0000007OAXEIA4,1000000,Workers Comp,0,544768,5/11/2015,8/6/2015,243348,7
SD-EIL-NYC-15-552600,New,1,005E0000003XUbMIAW,VA,Agriculture,NULL,Aug,3,2015,NULL,a0kE0000001dLMiIAM,1000000,Workers Comp,0,498694,7/30/2015,8/14/2015,,7
SD-NRG-CHG-15-560221,New,0,005E0000005MrrnIAC,SD,Agriculture,Other Underwriting Guidelines,Nov,50,2015,Middle Market,a0kE0000001dM96IAE,0,Workers Comp,0,0,8/24/2015,,,
SD-EIL-HOU-15-552618,New,1,005E0000003XUbNIAW,GA,Agriculture,NULL,Oct,5,2015,Small Business,a0kE0000001dLHVIA2,1000000,Workers Comp,0,30958,7/30/2015,9/30/2015,,7
SD-NRG-HOU-15-562107,New,0,005E00000047yObIAI,AR,Agriculture,Auto Close,Oct,6,2015,Small Business,a0kE0000001dKrbIAE,0,Workers Comp,0,0,8/31/2015,,,
SD-PCC-CHG-15-548351,New,0,005E000000487I5IAI,TN,Agriculture,NULL,Sep,619,2015,Corporate Accounts,a0kE0000001dLvKIAU,0,Workers Comp,0,0,7/14/2015,,,
SD-EIL-CHG-15-476993,New,0,005E0000003XUhlIAG,WI,Agriculture,NULL,Mar,105,2015,Middle Market,a0kE000000567FfIAI,0,Workers Comp,0,0,1/26/2015,,,
SD-GCS-LA-15-561598,New,0,005E0000003XUfIIAW,CA,Agriculture,NULL,Nov,21350,2015,Corporate Accounts,a0kE0000001dKrQIAU,1000000,Workers Comp,500000,871491,8/28/2015,,,
SD-EIL-KC-15-539333,New,0,005E0000003XUczIAG,IL,Agriculture,Not Suitable,Jul,4,2015,NULL,a0kE0000007O9vXIAS,0,Workers Comp,0,0,6/17/2015,,,
SD-EIL-KC-15-561821,New,0,005E0000003XUczIAG,WI,Agriculture,Nature of Insured's Business,Sep,100,2015,NULL,a0kE0000001dL0rIAE,0,Workers Comp,0,0,8/28/2015,,,
SD-GCS-LA-15-562896,New,0,005E0000003XUasIAG,PA,Agriculture,Other Underwriting Guidelines,Oct,0,2015,NULL,a0kE0000001dKoOIAU,0,Workers Comp,0,0,9/1/2015,,,
SD-GCS-LA-15-562891,New,0,005E0000003XUasIAG,PA,Agriculture,Other Underwriting Guidelines,Oct,0,2015,NULL,a0kE0000001dKoOIAU,0,Workers Comp,0,0,9/1/2015,,,
SD-PCC-SCT-15-548818,New,0,005E00000046i3IIAQ,CA,Agriculture,NULL,Sep,35,2015,NULL,a0kE0000001dKnYIAU,0,Workers Comp,0,0,7/15/2015,,,
SD-EIL-HOU-15-553821,New,0,005E0000003XUbNIAW,GA,Agriculture,NULL,Sep,5,2015,NULL,a0kE0000001dLHVIA2,0,Workers Comp,0,0,8/3/2015,,,
SD-PCC-COL-13-304979,New,0,005E00000046i3IIAQ,MN,Agriculture,Auto Closeout,Oct,11,2013,Small Business,a0kE0000001dLsfIAE,0,Workers Comp,0,0,10/8/2013,,,
SD-EIL-CHG-15-506040,New,0,005E0000003XUhlIAG,TX,Agriculture,Nature of Insured's Business,May,320,2015,NULL,a0kE0000001dKrdIAE,0,Workers Comp,0,0,4/29/2015,,,
SD-NRG-HOU-13-318221,New,1,005E0000003XUcfIAG,TX,Agriculture,NULL,Nov,15,2013,Small Business,a0kE0000001dLsqIAE,0,Workers Comp,0,33155,10/31/2013,11/1/2013,,
SD-EIL-HOU-13-312564,New,0,005E0000003XUbiIAG,LA,Agriculture,Reservation Conflict,Jan,6,2014,Small Business,a0kE0000001dM96IAE,0,Workers Comp,0,0,10/14/2013,,,
SD-EIL-SF-13-320059,New,0,005E0000003XUfKIAW,LA,Agriculture,Reservation Conflict,Jan,6,2014,Small Business,a0kE0000001dL07IAE,0,Workers Comp,0,0,11/6/2013,,,
SD-EIL-NYC-13-324816,New,0,005E0000003XUccIAG,NJ,Agriculture,No Interest,Dec,2,2013,Small Business,a0kE0000001dLSRIA2,0,Workers Comp,0,0,11/26/2013,,,
SD-PCC-CHG-13-323022,New,0,005E00000046i3IIAQ,PA,Agriculture,NULL,Dec,491,2013,Middle Market,a0kE0000001dL0rIAE,0,Workers Comp,0,0,11/20/2013,,,
SD-EIL-NYC-13-324397,New,0,005E0000003XUbMIAW,NJ,Agriculture,Loss History,Dec,25,2013,Small Business,a0kE0000001dKkrIAE,0,Workers Comp,0,0,11/25/2013,,,
SD-NRG-NYC-13-325955,New,0,005E0000003XUbTIAW,ME,Agriculture,Not Suitable,Mar,400,2014,Middle Market,a0kE0000001dLigIAE,0,Workers Comp,0,0,12/4/2013,,,
SD-HFC-NYC-13-327187,Renewal,1,005E0000003XUd1IAG,AK,Agriculture,NULL,Dec,4450,2013,National Accounts,a0kE0000001dKlTIAU,0,Workers Compensation;DBA,0,162482,12/10/2013,12/31/2013,425131,10
SD-EIL-HOU-13-328470,New,0,005E0000003XUbNIAW,TX,Agriculture,Nature of Insured's Business,Feb,6,2014,Small Business,a0kE00000048B6CIAU,0,Workers Comp,0,0,12/17/2013,,,
SD-NRG-ATL-13-328674,New,0,005E0000003XUd7IAG,AL,Agriculture,No Broker Response,Feb,100,2014,Middle Market,a0kE0000001dKjCIAU,0,Workers Comp,0,0,12/18/2013,,,
SD-NRG-LA-13-328545,Renewal,0,005E0000003XUaLIAW,CA,Agriculture,NULL,Aug,7,2014,Small Business,a0kE0000001dLCBIA2,0,Workers Comp,0,0,12/18/2013,,197104,7
SD-GCS-LA-13-328290,New,0,005E0000003XUfIIAW,CA,Agriculture,Nature of Insured's Business,Jan,4,2014,Small Business,a0kE0000001dLEQIA2,0,Workers Comp,0,0,12/17/2013,,,
SD-GCS-LA-13-328292,New,0,005E0000003XUfIIAW,CA,Agriculture,Nature of Insured's Business,Jan,14,2014,Small Business,a0kE0000001dLEQIA2,0,Workers Comp,0,0,12/17/2013,,,
SD-PCC-CHG-14-330701,New,0,005E00000046i3IIAQ,TX,Agriculture,Other Underwriting Guidelines,Dec,830,2013,Middle Market,a0kE00000033KTEIA2,0,Workers Comp,0,0,1/3/2014,,,
SD-NRG-HOU-13-330228,New,0,005E0000003XUcgIAG,TX,Agriculture,Auto Close Out,Mar,4,2014,Small Business,a0kE0000001dLJbIAM,0,Workers Comp,0,0,12/30/2013,,,
SD-EIL-LA-13-329615,New,0,005E0000003Y2B6IAK,CA,Agriculture,No Broker Response,Jan,12,2014,Small Business,a0kE0000001dM20IAE,0,Workers Comp,0,0,12/21/2013,,,
SD-GCS-ATL-16-603954,New,0,005E0000007PAFyIAO,MD,Agriculture,NULL,Apr,3000,2016,NULL,a0kE0000001dKsPIAU,0,Workers Comp,0,0,2/5/2016,,,
SD-GCS-LA-16-604216,Renewal,1,005E00000068NtMIAU,MD,Agriculture,NULL,Apr,2,2016,Small Business,a0kE0000001dKsPIAU,1000000,Workers Comp,250000,106134,2/5/2016,4/27/2016,629537,
SD-EIL-COL-16-611839,New,0,005E0000003XyX8IAK,MA,Agriculture,Nature of Insured's Business,Apr,150,2016,NULL,a0kE0000001dLp7IAE,0,Workers Comp,0,0,3/2/2016,,,
SD-EIL-NYC-16-609396,New,0,005E0000003XUbMIAW,NY,Agriculture,Nature of Insured's Business,Mar,40,2016,Middle Market,a0kE0000001dM96IAE,0,Workers Comp,0,0,2/23/2016,,,
SD-PCC-ATL-16-606041,New,0,005E00000068g79IAA,IL,Agriculture,NULL,Mar,514,2016,NULL,a0kE0000001dLpgIAE,0,Workers Comp,0,0,2/12/2016,,,
SD-GCS-CHG-16-604105,Renewal,1,005E0000003XUdRIAW,MO,Agriculture,NULL,May,150,2016,Middle Market,a0kE0000001dL0rIAE,2000000,Workers Comp,500000,286990,2/5/2016,5/5/2016,229762,
SD-NRG-HOU-16-608386,New,0,005E0000003XUcfIAG,OK,Agriculture,Nature of Insured's Business,May,2,2016,NULL,a0kE0000007NgXVIA0,0,Workers Comp,0,0,2/19/2016,,,
SD-GCS-LA-16-615585,New,0,005E0000003XUfIIAW,CA,Agriculture,Other Underwriting Guidelines,Apr,600,2016,Middle Market,a0kE00000033xbFIAQ,0,Workers Comp,0,0,3/14/2016,,,
SD-GCS-LA-16-604215,Renewal,1,005E00000068NtMIAU,MD,Agriculture,NULL,Apr,2,2016,Small Business,a0kE0000001dKsPIAU,1000000,Workers Comp,250000,668600,2/5/2016,4/27/2016,1472125,
SD-EIL-NYC-16-615312,New,0,005E0000003XUbMIAW,NY,Agriculture,Auto Close,Jun,95,2016,Middle Market,a0kE0000001yl4NIAQ,0,Workers Comp,0,0,3/14/2016,,,
SD-PCC-CHG-14-331978,New,0,005E00000046i3IIAQ,NY,Agriculture,Other Underwriting Guidelines,Feb,2,2014,Small Business,a0kE0000001dM96IAE,0,Workers Comp,0,0,1/9/2014,,,
SD-NRG-ATL-14-334419,New,0,005E0000003XUd7IAG,LA,Agriculture,Unable to Match Competitors,Mar,68,2014,Middle Market,a0kE00000021CDoIAM,0,Workers Comp,0,0,1/21/2014,,,
SD-NRG-ATL-14-333768,New,0,005E0000003XUd7IAG,TN,Agriculture,Below Minimum Premium,Mar,50,2014,Small Business,a0kE0000001dKjCIAU,0,Workers Comp,0,0,1/16/2014,,,
SD-NRG-LA-14-337100,New,0,005E0000003XUaLIAW,LA,Agriculture,Reservation Conflict,Mar,68,2014,Middle Market,a0kE0000001dLCBIA2,0,Workers Comp,0,0,1/31/2014,,,
SD-NRG-LA-14-344406,New,0,005E0000003XUaLIAW,CA,Agriculture,Time Limitations,Apr,2,2014,Small Business,a0kE00000026eVXIAY,0,Workers Comp,0,0,3/1/2014,,,
SD-EIL-CHG-14-341411,New,1,005E0000003XyX8IAK,CA,Agriculture,NULL,Feb,2,2014,NULL,a0kE0000001dL9tIAE,0,Workers Comp,0,46206,2/19/2014,2/27/2014,,7
SD-PCC-COL-14-381366,New,0,005E0000003XUbeIAG,MD,Agriculture,NULL,Apr,2,2014,Small Business,a0kE0000001dLwmIAE,0,Workers Comp,0,0,3/15/2014,,,
SD-NRG-LA-14-399873,New,0,005E0000003XUaLIAW,CA,Agriculture,Loss History,Jun,30,2014,Small Business,a0kE0000002p2lEIAQ,0,Workers Comp,0,0,4/25/2014,,,
SD-EIL-LA-14-381382,New,0,005E00000047VxOIAU,MD,Agriculture,Reservation Conflict,Apr,2,2014,Small Business,a0kE0000001dLwmIAE,0,Workers Comp,0,0,3/15/2014,,,
SD-GCS-CHG-14-379513,New,0,005E0000003XUdRIAW,CA,Agriculture,Other Underwriting Guidelines,Apr,600,2014,Middle Market,a0kE0000001dLEQIA2,0,Workers Comp,0,0,3/10/2014,,,
SD-PCC-CHG-14-387064,New,0,005E00000046i3IIAQ,CA,Agriculture,NULL,May,450,2014,Middle Market,a0kE0000001dLBuIAM,0,Workers Comp,0,0,4/4/2014,,,
SD-PCC-CHG-14-388741,New,0,005E00000046i3IIAQ,TX,Agriculture,Unable to Match Competitors,Jun,300,2014,Middle Market,a0kE0000001dKpeIAE,0,Workers Comp,0,0,4/9/2014,,,
SD-EIL-LA-14-392557,Renewal,1,005E0000003Y2B6IAK,DE,Agriculture,NULL,Jun,60,2014,Middle Market,a0kE0000001dM20IAE,1000000,Workers Comp,0,21775,4/18/2014,6/15/2014,20694,7
SD-EIL-HOU-14-410462,New,0,005E0000003XUbiIAG,FL,Agriculture,Loss History,Aug,34,2014,NULL,a0kE0000001dLKBIA2,0,Workers Comp,0,0,6/2/2014,,,
SD-NRG-NYC-14-411086,New,0,005E0000003XUb5IAG,TX,Agriculture,Below Minimum Premium,Jun,2,2014,Small Business,a0kE0000001dLQvIAM,0,Workers Comp,0,0,6/3/2014,,,
SD-NRG-LA-15-476080,New,0,005E0000003XUaLIAW,LA,Agriculture,Unable to Match Competitors,Mar,68,2015,Middle Market,a0kE0000001dLCBIA2,0,Workers Comp,0,0,1/21/2015,,,
SD-PCC-CHG-14-414159,New,0,005E00000046i3IIAQ,MN,Agriculture,Other Underwriting Guidelines,Jul,79,2014,Small Business,a0kE0000001dL0rIAE,0,Workers Comp,0,0,6/11/2014,,,
SD-NRG-LA-14-414952,Renewal,1,005E0000003XUaLIAW,CA,Agriculture,NULL,Aug,150,2014,Small Business,a0kE0000001dLCBIA2,1000000,Workers Comp,0,243348,6/13/2014,8/5/2014,205646,7
SD-NRG-ATL-16-602989,New,0,005E00000045j6xIAA,LA,Agriculture,NULL,Mar,68,2016,Middle Market,a0kE0000001dKjRIAU,0,Workers Comp,0,0,2/2/2016,,,
SD-GCS-CHG-16-603506,New,0,005E0000003XUdRIAW,CA,Agriculture,NULL,Feb,150,2016,NULL,a0kE0000004TTgxIAG,0,Workers Comp,0,0,2/4/2016,,,
SD-PCC-CHG-16-594887,New,0,005E00000046i3IIAQ,MN,Agriculture,Other Underwriting Guidelines,Mar,79,2016,Small Business,a0kE0000001dLrlIAE,0,Workers Comp,0,0,1/7/2016,,,
SD-EIL-LA-16-594320,New,0,005E0000003Y2B6IAK,CA,Agriculture,NULL,Feb,37,2016,Middle Market,a0kE00000049BYcIAM,0,Workers Comp,0,0,1/5/2016,,,
SD-GCS-LA-15-476462,New,0,005E0000003XUasIAG,CA,Agriculture,Other Underwriting Guidelines,Apr,600,2015,Middle Market,a0kE00000033xbFIAQ,0,Workers Comp,0,0,1/22/2015,,,
SD-PCC-CHG-14-424996,New,0,005E00000046i3IIAQ,PA,Agriculture,Nature of Insured's Business,Oct,423,2014,NULL,a0kE0000001dLvxIAE,0,Workers Comp,0,0,7/11/2014,,,
SD-NRG-NYC-16-616259,New,0,005E0000003XUbTIAW,NJ,Agriculture,Not Suitable,May,4,2016,NULL,a0kE0000001dLMiIAM,0,Workers Comp,0,0,3/16/2016,,,
SD-PCC-LA-16-683970,New,0,005E00000081CcHIAU,CA,Agriculture,Nature of Insured's Business,Jan,4,2017,Small Business,a0kE0000007R5qFIAS,0,Workers Comp,0,0,10/27/2016,,,
SD-GCS-LA-16-657563,New,0,005E00000068NtMIAU,CA,Agriculture,Other Underwriting Guidelines,Oct,300,2016,Corporate Accounts,a0kE0000001dKnOIAU,0,Workers Comp,0,0,8/1/2016,,,
SD-GCS-LA-16-657564,New,0,005E00000068NtMIAU,CA,Agriculture,Other Underwriting Guidelines,Oct,300,2016,Corporate Accounts,a0kE0000001dKnOIAU,0,Workers Comp,0,0,8/1/2016,,,
SD-NRG-LA-16-658288,Renewal,0,005E0000003XUaLIAW,CA,Agriculture,NULL,Nov,200,2016,Middle Market,a0kE0000007OAXEIA4,0,Workers Comp,0,0,8/3/2016,,1909563,7
SD-NRG-LA-16-627102,Renewal,1,005E0000003XUaLIAW,CA,Agriculture,NULL,Nov,200,2016,Middle Market,a0kE0000007OAXEIA4,1000000,Workers Comp,0,3539760,4/21/2016,10/26/2016,1909563,10
SD-EIL-CHG-16-664554,New,0,005E0000003YmT2IAK,MN,Agriculture,Nature of Insured's Business,Oct,14,2016,Small Business,a0kE0000001dKw6IAE,0,Workers Comp,0,0,8/25/2016,,,
SD-NRG-LA-16-662290,New,0,005E0000003XUi4IAG,CA,Agriculture,Auto Close,Sep,4,2016,Small Business,a0kE0000007Nt7wIAC,0,Workers Comp,0,0,8/16/2016,,,
SD-GCS-CHG-16-672695,New,0,005E0000005PbGPIA0,IA,Agriculture,NULL,Dec,850,2016,Middle Market,a0kE0000001dKpxIAE,0,Workers Comp,0,0,9/28/2016,,,
SD-PCC-NYC-16-655134,New,0,005E00000068OI7IAM,TX,Agriculture,NULL,Aug,60,2016,Middle Market,a0kE0000001dKi9IAE,0,Workers Comp,0,0,7/20/2016,,,
SD-GCS-CHG-16-655305,New,0,005E0000005PbGPIA0,TN,Agriculture,NULL,Jan,39000,2017,NULL,a0kE0000001dKi5IAE,0,Workers Comp,0,0,7/21/2016,,,
SD-GCS-LA-16-660267,New,0,005E00000068NtMIAU,CA,Agriculture,Other Underwriting Guidelines,Sep,12700,2016,Corporate Accounts,a0kE0000001dLlBIAU,0,Workers Comp,0,0,8/9/2016,,,
SD-EIL-PHL-16-661062,New,0,005E0000005OuTLIA0,GA,Agriculture,Nature of Insured's Business,Oct,4,2016,Small Business,a0kE0000005wG8CIAU,0,Workers Comp,0,0,8/11/2016,,,
SD-PCC-NYC-16-671056,New,0,005E00000068OI7IAM,NY,Agriculture,Unable to Match Competitors,Oct,50,2016,Small Business,a0kE0000001dKl3IAE,0,Workers Comp,0,0,9/20/2016,,,
SD-PCC-CHG-16-636348,New,0,005E00000046i3IIAQ,FL,Agriculture,NULL,Jun,200,2016,Middle Market,a0kE0000001dLK3IAM,0,Workers Comp,0,0,5/16/2016,,,
SD-NRG-LA-16-637057,Renewal,1,005E0000003XUaLIAW,CA,Agriculture,NULL,Aug,150,2016,Small Business,a0kE0000007OAXEIA4,1000000,Workers Comp,0,1467239,5/18/2016,8/2/2016,544768,7
SD-EIL-NYC-16-637298,Renewal,0,005E0000003XUbMIAW,VA,Agriculture,Auto Close,Aug,3,2016,NULL,a0kE0000001dLMiIAM,0,Workers Comp,0,0,5/19/2016,,498694,7
SD-GCS-LA-16-628300,New,1,005E00000068NtMIAU,MD,Agriculture,NULL,Apr,2,2016,Small Business,a0kE0000001dKsPIAU,1000000,Workers Comp,250000,540805,4/27/2016,4/27/2016,,
SD-EIL-KC-16-628309,New,0,005E00000048aWmIAI,CA,Agriculture,Nature of Insured's Business,May,9,2016,Small Business,a0kE000000869qmIAA,0,Workers Comp,0,0,4/27/2016,,,
SD-EIL-HOU-16-650162,Renewal,1,005E0000003XUbNIAW,GA,Agriculture,NULL,Oct,5,2016,Small Business,a0kE0000001dLHVIA2,1000000,Workers Comp,0,24957,7/3/2016,9/29/2016,21032,7
SD-EIL-NYC-16-639462,New,0,005E0000003XUbMIAW,FL,Agriculture,No Interest,Jun,80,2016,Middle Market,a0kE0000001dLMiIAM,0,Workers Comp,0,0,5/25/2016,,,
SD-NRG-HOU-16-647988,New,0,005E00000047yObIAI,TX,Agriculture,Nature of Insured's Business,Aug,190,2016,Middle Market,a0kE0000005XqePIAS,0,Workers Comp,0,0,6/24/2016,,,
SD-PCC-CHG-16-641279,New,0,005E00000046i3IIAQ,CA,Agriculture,Auto Close,Jul,350,2016,Middle Market,a0kE0000005vP8tIAE,0,Workers Comp,0,0,6/2/2016,,,
SD-EIL-NYC-16-630482,New,0,005E0000003XUb2IAG,NY,Agriculture,Nature of Insured's Business,Aug,12,2016,Small Business,a0kE0000001dL07IAE,0,Workers Comp,0,0,5/5/2016,,,
SD-NRG-HOU-16-667060,New,0,005E00000080vYwIAI,TX,Agriculture,NULL,Jan,21,2017,Middle Market,a0kE0000001dL17IAE,0,Workers Comp,0,0,9/6/2016,,,
SD-PCC-LA-16-1011094,New,0,005E00000081CcHIAU,CA,Agriculture,Other Underwriting Guidelines,Dec,500,2016,Middle Market,a0kE0000001dKiJIAU,0,Workers Comp,0,0,11/16/2016,,,
SD-HFC-NYC-16-673584,Renewal,0,005E00000068OfWIAU,AK,Agriculture,NULL,Dec,4450,2016,Middle Market,a0kE0000001dKnYIAU,0,Workers Compensation;DBA;Employers Liability,0,0,10/2/2016,,491265,10
SD-EIL-SF-16-674669,New,0,005E0000003XUfKIAW,OK,Agriculture,Not Suitable,Nov,500,2016,Middle Market,a0kE00000085tgOIAQ,0,Workers Comp,0,0,10/4/2016,,,
SD-EIL-LA-16-951445,Renewal,0,005E0000003Y2B6IAK,CA,Agriculture,NULL,Jan,12,2017,Small Business,a0kE0000001dM20IAE,0,Workers Comp,0,0,10/30/2016,,120806,7
SD-EIL-HOU-16-953079,Renewal,0,005E0000003XUbNIAW,CT,Agriculture,NULL,Feb,4,2017,Small Business,a0kE00000049IihIAE,0,Workers Comp,0,0,11/3/2016,,149364,7
SD-EIL-CHG-16-1030949,New,0,0050L000007aWONQA2,MA,Agriculture,NULL,Jan,4,2017,Small Business,a0kE0000001dLrbIAE,0,Workers Comp,0,0,12/15/2016,,,
SD-PCC-NYC-16-1028281,New,0,005E00000068OI7IAM,NY,Agriculture,NULL,Feb,2,2017,Small Business,a0kE0000001dMCaIAM,0,Workers Comp,0,0,12/12/2016,,,
SD-GCS-CHG-16-1028492,New,0,005E0000003XUdRIAW,CA,Agriculture,NULL,Jan,5,2017,Small Business,a0kE0000005wG8GIAU,0,Workers Comp,0,0,12/12/2016,,,
SD-PCC-LA-16-1029091,New,0,005E00000081CcHIAU,FL,Agriculture,NULL,Jan,159,2017,Middle Market,a0kE0000001dLmwIAE,0,Workers Comp,0,0,12/13/2016,,,
SD-EIL-KC-15-565320,New,0,005E0000003XUczIAG,MO,Chemicals,Incomplete Submission,Oct,15,2015,NULL,a0kE0000007O9vXIAS,0,Workers Comp,0,0,9/9/2015,,,
SD-PCC-ATL-15-578777,New,0,005E00000068g79IAA,CA,Chemicals,NULL,Nov,120,2015,Middle Market,a0kE0000007R7mAIAS,0,Workers Comp,0,0,10/28/2015,,,
SD-NRG-HOU-15-575987,Renewal,1,005E0000003XUcfIAG,TX,Chemicals,NULL,Jan,80,2016,Middle Market,a0kE0000001dKiOIAU,10000000,Workers Comp,0,240805,10/19/2015,12/24/2015,279645,7
SD-PCC-ATL-15-581715,New,0,005E00000068g79IAA,OH,Chemicals,Nature of Insured's Business,Dec,500,2015,Middle Market,a0kE00000056Q9NIAU,0,Workers Comp,0,0,11/9/2015,,,
SD-NRG-PHL-15-569147,New,0,005E0000003XUbJIAW,PA,Chemicals,Nature of Insured's Business,Oct,30,2015,NULL,a0kE0000005UVz3IAG,0,Workers Comp,0,0,9/23/2015,,,
SD-NRG-ATL-13-288661,New,0,005E0000003XUd7IAG,MS,Chemicals,No Broker Response,Jan,100,2014,Middle Market,a0kE0000001yl4SIAQ,0,Workers Comp,0,0,9/3/2013,,,
SD-NRG-NYC-13-278024,New,0,005E0000003XUczIAG,OH,Chemicals,Auto Close Out,Sep,516,2013,Middle Market,a0kE0000001dKwDIAU,0,Workers Comp,0,0,7/29/2013,,,
SD-NRG-LA-15-489437,New,0,005E0000003XUaLIAW,CA,Chemicals,NULL,May,175,2015,Middle Market,a0kE0000001dLu1IAE,1000000,Workers Comp,0,560833,3/10/2015,,,
SD-PCC-CHG-15-486208,New,0,005E000000487I5IAI,WI,Chemicals,NULL,Apr,55,2015,Middle Market,a0kE0000001dL0rIAE,0,Workers Comp,0,0,3/2/2015,,,
SD-GCS-LA-15-500182,New,0,005E0000003XUfIIAW,TX,Chemicals,Below Minimum Premium,May,300,2015,NULL,a0kE0000001dLEQIA2,0,Workers Comp,0,0,4/8/2015,,,
SD-GCS-CHG-15-486834,New,0,005E0000003XUdRIAW,IN,Chemicals,Other Underwriting Guidelines,Apr,700,2015,Middle Market,a0kE0000001dKpFIAU,0,Workers Comp,0,0,3/3/2015,,,
SD-GCS-NYC-16-618661,New,0,005E0000003XUhgIAG,PA,Chemicals,Nature of Insured's Business,Jun,1490,2016,Middle Market,a0kE0000001dKpNIAU,0,Workers Comp,0,0,3/28/2016,,,
SD-NRG-NYC-16-618942,New,0,005E0000005O15nIAC,CT,Chemicals,Insufficient Information,Jun,2700,2016,National Accounts,a0kE0000001dKpNIAU,0,Workers Comp,0,0,3/29/2016,,,
SD-GCS-CHG-16-619005,New,0,005E0000005PbGPIA0,MI,Chemicals,NULL,May,3300,2016,Middle Market,a0kE0000001dLjbIAE,0,Workers Comp,0,0,3/29/2016,,,
SD-GCS-CHG-15-484460,New,0,005E0000003XUdRIAW,MO,Chemicals,NULL,Mar,1393,2015,Corporate Accounts,a0kE0000001dKs5IAE,0,Workers Comp,0,0,2/24/2015,,,
SD-NRG-HOU-15-482403,Renewal,1,005E0000003XUhnIAG,TX,Chemicals,NULL,May,145,2015,Corporate Accounts,a0kE0000001dKrQIAU,1000000,Workers Comp,0,649824,2/16/2015,5/15/2015,549779,0
SD-NRG-ATL-15-546099,New,0,005E0000003XUd7IAG,GA,Chemicals,Loss History,Aug,50,2015,NULL,a0kE0000001dLHVIA2,0,Workers Comp,0,0,7/6/2015,,,
SD-NRG-PHL-15-495411,New,0,005E000000679SYIAY,OK,Chemicals,Not Suitable,May,19,2015,Small Business,a0kE00000055rB6IAI,0,Workers Comp,0,0,3/23/2015,,,
SD-NRG-ATL-16-619775,New,1,005E00000045j6xIAA,IL,Chemicals,NULL,May,107,2016,Middle Market,a0kE0000001dLHVIA2,1000000,Workers Comp,0,191767,3/31/2016,5/1/2016,,
SD-NRG-ATL-16-620177,Renewal,1,005E00000045j6xIAA,IL,Chemicals,NULL,Jun,83,2016,Middle Market,a0kE0000001dLHVIA2,1000000,Workers Comp,0,52391,4/1/2016,6/30/2016,51884,7
SD-NRG-ATL-16-650488,New,0,005E0000003XUd7IAG,SC,Chemicals,Loss History,Sep,465,2016,Middle Market,a0kE0000005wAV9IAM,0,Workers Comp,0,0,7/5/2016,,,
SD-EIL-NYC-16-650741,New,0,005E0000003XUbMIAW,MA,Chemicals,Not Suitable,Jul,35,2016,Small Business,a0kE0000001dLBLIA2,0,Workers Comp,0,0,7/5/2016,,,
SD-NRG-DEN-16-650782,New,0,005E000000467BmIAI,UT,Chemicals,Unable to Match Competitors,Aug,100,2016,Middle Market,a0kE0000007OGBhIAO,0,Workers Comp,0,0,7/5/2016,,,
SD-EIL-CHG-16-650942,New,0,005E0000003YmT2IAK,WI,Chemicals,Insufficient Information,Aug,8,2016,Small Business,a0kE0000001dL95IAE,0,Workers Comp,0,0,7/6/2016,,,
SD-NRG-PHL-16-621446,New,0,005E0000003XUbJIAW,PA,Chemicals,Nature of Insured's Business,May,26,2016,Middle Market,a0kE0000005X2LaIAK,0,Workers Comp,0,0,4/6/2016,,,
SD-NRG-ATL-16-651368,New,0,005E00000045j6xIAA,GA,Chemicals,Loss History,Aug,50,2016,Middle Market,a0kE0000001dLHVIA2,0,Workers Comp,0,0,7/7/2016,,,
SD-GCS-LA-13-279743,New,0,005E0000003XUcmIAG,CA,Chemicals,Other Underwriting Guidelines,Oct,2100,2013,Middle Market,a0kE0000001dLwmIAE,0,Workers Comp,0,0,8/5/2013,,,
SD-NRG-LA-13-115802,New,0,005E0000003XUaLIAW,TX,Chemicals,Nature of Insured's Business,Jul,82,2013,Middle Market,a0kE0000001dLCBIA2,0,Workers Comp,0,0,5/22/2013,,,
SD-NRG-CHG-13-116172,New,0,005E0000003XUiyIAG,SD,Chemicals,NULL,Jul,65,2013,Middle Market,a0kE0000001dLvAIAU,0,Workers Comp,0,80294,5/23/2013,,,
SD-NRG-CHG-13-116205,New,0,005E0000003XUiyIAG,SD,Chemicals,NULL,Jul,40,2013,Middle Market,a0kE0000001dLvAIAU,0,Workers Comp,0,49205,5/23/2013,,,
SD-NRG-CHG-13-116212,New,0,005E0000003XUiyIAG,SD,Chemicals,NULL,Jul,50,2013,Middle Market,a0kE0000001dLvAIAU,0,Workers Comp,0,56449,5/23/2013,,,
